Time,diff
2022-08-12 12:00:00,3.0
2022-08-12 13:00:00,3.0
2022-08-14 16:00:00,1.0
2022-08-15 12:00:00,0.0
2022-08-15 18:00:00,0.0
2022-08-16 07:00:00,6.0
2022-08-16 08:00:00,7.0
2022-08-16 09:00:00,8.0
2022-08-16 10:00:00,4.666666666666667
2022-08-16 11:00:00,4.0
2022-08-16 12:00:00,2.0
2022-08-16 13:00:00,2.6666666666666665
2022-08-16 14:00:00,5.0
2022-08-16 15:00:00,2.6666666666666665
2022-08-16 16:00:00,2.0
2022-08-17 06:00:00,0.0
2022-08-17 07:00:00,2.5
2022-08-17 08:00:00,3.5
2022-08-17 09:00:00,4.0
2022-08-17 10:00:00,0.6666666666666666
2022-08-17 11:00:00,1.0
2022-08-17 12:00:00,1.5
2022-08-17 13:00:00,3.0
2022-08-17 14:00:00,3.3333333333333335
2022-08-17 16:00:00,3.0
2022-08-18 07:00:00,0.0
2022-08-18 08:00:00,2.5
2022-08-18 09:00:00,1.0
2022-08-18 10:00:00,0.75
2022-08-18 11:00:00,1.5
2022-08-18 12:00:00,2.5
2022-08-18 13:00:00,2.3333333333333335
2022-08-19 07:00:00,0.0
2022-08-19 08:00:00,1.0
2022-08-19 09:00:00,0.0
2022-08-19 10:00:00,1.0
2022-08-19 11:00:00,1.0
2022-08-19 12:00:00,1.0
2022-08-21 16:00:00,0.0
2022-08-22 06:00:00,0.0
2022-08-22 10:00:00,1.0
2022-08-22 11:00:00,3.0
2022-08-22 12:00:00,0.0
2022-08-22 13:00:00,0.5
2022-08-22 14:00:00,2.0
2022-08-22 15:00:00,0.0
2022-08-23 07:00:00,0.0
2022-08-23 08:00:00,0.0
2022-08-23 09:00:00,2.0
2022-08-23 10:00:00,1.0
2022-08-23 11:00:00,2.0
2022-08-23 12:00:00,2.5
2022-08-23 13:00:00,2.3333333333333335
2022-08-23 14:00:00,1.5
2022-08-23 15:00:00,2.0
2022-08-23 16:00:00,1.0
2022-08-24 05:00:00,0.0
2022-08-24 07:00:00,2.0
2022-08-24 08:00:00,2.0
2022-08-24 09:00:00,2.0
2022-08-24 11:00:00,1.5
2022-08-24 12:00:00,6.0
2022-08-24 13:00:00,4.0
2022-08-24 15:00:00,5.0
2022-08-25 06:00:00,0.0
2022-08-25 07:00:00,0.0
2022-08-25 08:00:00,1.5
2022-08-25 09:00:00,3.0
2022-08-25 10:00:00,4.0
2022-08-25 11:00:00,0.75
2022-08-25 12:00:00,2.0
2022-08-25 13:00:00,0.5
2022-08-25 15:00:00,1.0
2022-08-26 08:00:00,3.0
2022-08-26 10:00:00,3.0
2022-08-26 11:00:00,6.0
2022-08-26 13:00:00,5.0
2022-08-26 14:00:00,3.0
2022-08-26 15:00:00,2.0
2022-08-28 16:00:00,0.0
2022-08-29 07:00:00,0.0
2022-08-29 08:00:00,0.0
2022-08-29 09:00:00,0.0
2022-08-29 10:00:00,3.0
2022-08-29 11:00:00,2.0
2022-08-29 12:00:00,1.5
2022-08-29 13:00:00,1.5
2022-08-29 14:00:00,3.0
2022-08-29 15:00:00,4.0
2022-08-30 06:00:00,0.0
2022-08-30 07:00:00,2.5
2022-08-30 08:00:00,2.3333333333333335
2022-08-30 09:00:00,5.0
2022-08-30 10:00:00,5.0
2022-08-30 11:00:00,5.0
2022-08-30 12:00:00,7.75
2022-08-30 13:00:00,5.0
2022-08-31 06:00:00,0.0
2022-08-31 07:00:00,4.666666666666667
2022-08-31 08:00:00,6.0
2022-08-31 09:00:00,4.0
2022-08-31 10:00:00,8.666666666666666
2022-08-31 11:00:00,4.333333333333333
2022-08-31 12:00:00,2.0
2022-08-31 13:00:00,3.0
2022-08-31 14:00:00,1.6666666666666667
2022-08-31 17:00:00,2.0
